x,native_sin,std_sin
1.109999985260401445e-07,0.000000000000000000e+00,1.109999985260401445e-07
1.115000003437671694e-07,0.000000000000000000e+00,1.115000003437671694e-07
1.120000021614941943e-07,0.000000000000000000e+00,1.120000021614941943e-07
1.124999968737938616e-07,0.000000000000000000e+00,1.124999968737938616e-07
1.129999986915208865e-07,0.000000000000000000e+00,1.129999986915208865e-07
1.135000005092479114e-07,0.000000000000000000e+00,1.135000005092479114e-07
1.140000023269749363e-07,0.000000000000000000e+00,1.140000023269749363e-07
1.144999970392746036e-07,0.000000000000000000e+00,1.144999970392746036e-07
1.149999988570016285e-07,0.000000000000000000e+00,1.149999988570016285e-07
1.155000006747286534e-07,0.000000000000000000e+00,1.155000006747286534e-07
1.160000024924556783e-07,0.000000000000000000e+00,1.160000024924556783e-07
1.164999972047553456e-07,0.000000000000000000e+00,1.164999972047553456e-07
1.169999990224823705e-07,0.000000000000000000e+00,1.169999990224823705e-07
1.175000008402093954e-07,0.000000000000000000e+00,1.175000008402093954e-07
1.180000026579364203e-07,0.000000000000000000e+00,1.180000026579364203e-07
1.184999973702360876e-07,0.000000000000000000e+00,1.184999973702360876e-07
1.189999991879631125e-07,0.000000000000000000e+00,1.189999991879631125e-07
1.195000010056901374e-07,0.000000000000000000e+00,1.195000010056901374e-07
1.199999957179898047e-07,0.000000000000000000e+00,1.199999957179898047e-07
1.205000046411441872e-07,0.000000000000000000e+00,1.205000046411441872e-07
1.209999993534438545e-07,0.000000000000000000e+00,1.209999993534438545e-07
1.214999940657435218e-07,0.000000000000000000e+00,1.214999940657435218e-07
1.220000029888979043e-07,0.000000000000000000e+00,1.220000029888979043e-07
1.224999977011975716e-07,0.000000000000000000e+00,1.224999977011975716e-07
1.230000066243519541e-07,0.000000000000000000e+00,1.230000066243519541e-07
1.235000013366516214e-07,0.000000000000000000e+00,1.235000013366516214e-07
1.239999960489512887e-07,0.000000000000000000e+00,1.239999960489512887e-07
1.245000049721056712e-07,0.000000000000000000e+00,1.245000049721056712e-07
1.249999996844053385e-07,0.000000000000000000e+00,1.249999996844053385e-07
1.254999943967050058e-07,0.000000000000000000e+00,1.254999943967050058e-07
1.260000033198593883e-07,0.000000000000000000e+00,1.260000033198593883e-07
1.264999980321590556e-07,0.000000000000000000e+00,1.264999980321590556e-07
1.270000069553134381e-07,0.000000000000000000e+00,1.270000069553134381e-07
1.275000016676131054e-07,0.000000000000000000e+00,1.275000016676131054e-07
1.279999963799127727e-07,0.000000000000000000e+00,1.279999963799127727e-07
1.285000053030671552e-07,0.000000000000000000e+00,1.285000053030671552e-07
1.290000000153668225e-07,0.000000000000000000e+00,1.290000000153668225e-07
1.294999947276664898e-07,0.000000000000000000e+00,1.294999947276664898e-07
1.300000036508208723e-07,0.000000000000000000e+00,1.300000036508208723e-07
1.304999983631205396e-07,0.000000000000000000e+00,1.304999983631205396e-07
1.309999930754202069e-07,0.000000000000000000e+00,1.309999930754202069e-07
1.315000019985745894e-07,0.000000000000000000e+00,1.315000019985745894e-07
1.319999967108742567e-07,0.000000000000000000e+00,1.319999967108742567e-07
1.325000056340286392e-07,0.000000000000000000e+00,1.325000056340286392e-07
1.330000003463283065e-07,0.000000000000000000e+00,1.330000003463283065e-07
1.334999950586279738e-07,0.000000000000000000e+00,1.334999950586279738e-07
1.340000039817823563e-07,0.000000000000000000e+00,1.340000039817823563e-07
1.344999986940820236e-07,0.000000000000000000e+00,1.344999986940820236e-07
1.349999934063816909e-07,0.000000000000000000e+00,1.349999934063816909e-07
1.355000023295360734e-07,0.000000000000000000e+00,1.355000023295360734e-07
1.359999970418357407e-07,0.000000000000000000e+00,1.359999970418357407e-07
1.365000059649901232e-07,0.000000000000000000e+00,1.365000059649901232e-07
1.370000006772897905e-07,0.000000000000000000e+00,1.370000006772897905e-07
1.374999953895894578e-07,0.000000000000000000e+00,1.374999953895894578e-07
1.380000043127438403e-07,0.000000000000000000e+00,1.380000043127438403e-07
1.384999990250435076e-07,0.000000000000000000e+00,1.384999990250435076e-07
1.389999937373431749e-07,0.000000000000000000e+00,1.389999937373431749e-07
1.395000026604975574e-07,0.000000000000000000e+00,1.395000026604975574e-07
1.399999973727972247e-07,0.000000000000000000e+00,1.399999973727972247e-07
1.405000062959516072e-07,0.000000000000000000e+00,1.405000062959516072e-07
1.410000010082512745e-07,0.000000000000000000e+00,1.410000010082512745e-07
1.414999957205509418e-07,0.000000000000000000e+00,1.414999957205509418e-07
1.420000046437053243e-07,0.000000000000000000e+00,1.420000046437053243e-07
1.424999993560049916e-07,0.000000000000000000e+00,1.424999993560049916e-07
1.429999940683046589e-07,0.000000000000000000e+00,1.429999940683046589e-07
1.435000029914590414e-07,0.000000000000000000e+00,1.435000029914590414e-07
1.439999977037587087e-07,0.000000000000000000e+00,1.439999977037587087e-07
1.445000066269130912e-07,0.000000000000000000e+00,1.445000066269130912e-07
1.450000013392127585e-07,0.000000000000000000e+00,1.450000013392127585e-07
1.454999960515124258e-07,0.000000000000000000e+00,1.454999960515124258e-07
1.460000049746668083e-07,0.000000000000000000e+00,1.460000049746668083e-07
